iter	Logloss
217	0.4670333054
218	0.466955731
219	0.4668768251
220	0.466823895
221	0.4667240038
222	0.466630252
223	0.4665815107
224	0.4665014259
225	0.466425518
226	0.4663576672
227	0.4662602503
228	0.4661914362
229	0.4661335784
230	0.466054517
231	0.4659705966
232	0.465884546
233	0.465800856
234	0.4657254148
235	0.4656571392
236	0.4655744515
237	0.4654841285
238	0.4653958459
239	0.4653005114
240	0.4652042823
241	0.4651213104
242	0.4650232382
243	0.4649638726
244	0.4648938946
245	0.4648338378
246	0.4647691824
247	0.4647195853
248	0.4646376307
249	0.4645456381
250	0.464479056
251	0.4643902049
252	0.4643094231
253	0.4642172989
254	0.464156177
255	0.4640731363
256	0.4639837108
257	0.463911806
258	0.4638453974
259	0.4637452399
260	0.463663719
261	0.4635977592
262	0.4635401767
263	0.4634854635
264	0.4634266543
265	0.4633498876
266	0.463257192
267	0.4631843058
268	0.463108727
269	0.4630320381
270	0.4629304385
271	0.4628542074
272	0.4627703828
273	0.4626656626
274	0.4626007379
275	0.4625421322
276	0.4624904977
277	0.4623880184
278	0.4622949368
279	0.4622335307
280	0.4621541521
281	0.4620478881
282	0.4619524069
283	0.4618821686
284	0.4617986313
285	0.461736154
286	0.4616580679
287	0.4615818428
288	0.461476599
289	0.4614117701
290	0.4613476024
291	0.4612467657
292	0.4611723507
293	0.4611072555
294	0.4610352699
295	0.460951553
296	0.4608924088
297	0.4608148971
298	0.4607237543
299	0.4606492914
300	0.4605996046
301	0.4605264492
302	0.4604469658
303	0.4603669829
304	0.4602715825
305	0.4601884101
306	0.4601189497
307	0.4600654243
308	0.4599736861
309	0.4598850624
310	0.4597952241
311	0.4597112678
312	0.4596216329
313	0.4595445491
314	0.4594841033
315	0.459409063
316	0.4593222943
317	0.4592207935
318	0.4591728659
319	0.4591031392
320	0.4590211098
321	0.4589462579
322	0.4588539692
323	0.4587740999
324	0.4587037778
325	0.4586222211
326	0.4585468995
327	0.4584675658
328	0.4583725933
329	0.4582907703
330	0.4582278502
331	0.4581498778
332	0.4580422525
333	0.4579539849
334	0.4578850152
335	0.4578058639
336	0.4577309223
337	0.4576506641
338	0.4575642724
339	0.457494061
340	0.4574093209
341	0.4573514632
342	0.4572901737
343	0.4572103463
344	0.4571058984
345	0.4570498926
346	0.4569917896
347	0.4569223262
348	0.4568408323
349	0.4567544227
350	0.4566470068
351	0.4565591221
352	0.4565020303
353	0.4564289377
354	0.4563662361
355	0.4562643911
356	0.4561699632
357	0.4560865395
358	0.4560166482
359	0.4559489231
360	0.4558929294
361	0.4558149061
362	0.4557488026
363	0.4556957828
364	0.4556262895
365	0.4555363016
366	0.4554705212
367	0.4554155327
368	0.4553333238
369	0.455260674
370	0.4551952467
371	0.4550893986
372	0.4550256258
373	0.4549527606
374	0.4548835605
375	0.4548038438
376	0.4547151663
377	0.4546458674
378	0.4545920907
379	0.4545339786
380	0.4544567063
381	0.4543875631
382	0.4542836836
383	0.4542087061
384	0.4541460045
385	0.4541077408
386	0.4540361502
387	0.453971408
388	0.453889971
389	0.4538123486
390	0.4537569592
391	0.4536970819
392	0.4536423537
393	0.4535672446
394	0.4534716198
395	0.4533739516
396	0.4532817676
397	0.4532361498
398	0.4531691188
399	0.4531200424
400	0.4530406009
401	0.4529922246
402	0.4529198381
403	0.4528683352
404	0.4528047719
405	0.452727694
406	0.4526637597
407	0.4525908796
408	0.4525354303
409	0.4524559171
410	0.4523854065
411	0.452338197
412	0.4522584504
413	0.4521991356
414	0.4521562823
415	0.4520722632
416	0.4519966963
417	0.4519412231
418	0.4518857051
419	0.4518294061
420	0.451763168
421	0.4516915864
422	0.4516457891
423	0.4515824501
424	0.4514977997
425	0.4514401963
426	0.4513643571
427	0.4513008537
428	0.451240737
429	0.451187433
430	0.4511159231
431	0.4510473992
432	0.450970085
433	0.4509037511
434	0.4508168149
435	0.4507315512
436	0.4506491029
437	0.4505662955
438	0.4504750779
439	0.4504116582
440	0.4503353254
441	0.4502760764
442	0.4501965153
443	0.4501163408
444	0.4500325401
445	0.4499710053
446	0.4498921593
447	0.4498288323
448	0.4497650715
449	0.4496923918
450	0.4496008211
451	0.4495414165
452	0.4494666186
453	0.4493954438
454	0.4493012163
455	0.4492511286
456	0.4491894172
457	0.4491378455
458	0.4490578506
459	0.448989566
460	0.4489394184
461	0.4488689228
462	0.4488008477
463	0.4487220166
464	0.4486636173
465	0.4485543045
466	0.4485064877
467	0.4484212958
468	0.4483477484
469	0.4482928198
470	0.4482342051
471	0.448178672
472	0.4481267892
473	0.4480573258
474	0.4479935381
475	0.4479453592
476	0.447881365
477	0.4478134245
478	0.4477613292
479	0.4476654172
480	0.4475695801
481	0.447502944
482	0.4474307161
483	0.4473678709
484	0.4472846357
485	0.4472347454
486	0.4471654615
487	0.4470882132
488	0.4470207514
489	0.4469759474
490	0.4469062865
491	0.4468436267
492	0.4467636617
493	0.4467048914
494	0.446659133
495	0.4466015715
496	0.4465330565
497	0.446475866
498	0.4464236181
499	0.446368854
500	0.4462976972
501	0.4462509843
502	0.4461849317
503	0.4461304968
504	0.44606486
505	0.4459958335
506	0.4459458235
507	0.445870122
508	0.4458027918
509	0.4457350308
510	0.4456541682
511	0.4455679082
512	0.445493574
513	0.4454000077
514	0.4453303767
515	0.4452541995
516	0.4451961353
517	0.4451280571
518	0.4450890216
519	0.4450241149
520	0.4449564556
521	0.4448858732
522	0.4448068656
523	0.444737486
524	0.4446653897
525	0.4445948223
526	0.4445524089
527	0.4444909578
528	0.4444262187
529	0.4443558368
530	0.4443015065
531	0.4442557331
532	0.4441886872
533	0.4441428211
534	0.4440930774
535	0.4440229678
536	0.4439348049
537	0.4438896389
538	0.4438245945
539	0.4437529919
540	0.4436948559
541	0.4436182628
542	0.4435507112
543	0.443517103
544	0.4434444353
545	0.4433748283
546	0.4433021456
547	0.4432574014
548	0.4431834083
549	0.4431532168
550	0.4431134273
551	0.4430429466
552	0.4429948006
553	0.4429411196
554	0.442888399
555	0.4428129219
556	0.4427417291
557	0.4426797575
558	0.4426135972
559	0.4425286476
560	0.4424722888
561	0.4424256089
562	0.4423671049
563	0.4422775777
564	0.4421960838
565	0.4421495116
566	0.4420919919
567	0.4420253559
568	0.4419699067
569	0.4418906507
570	0.4418203346
571	0.4417669468
572	0.4417014238
573	0.4416312453
574	0.4415834883
575	0.4415221749
576	0.4414650532
577	0.4414277051
578	0.4413615507
579	0.4412993218
580	0.4412565553
581	0.4412120146
582	0.4411452409
583	0.4410578769
584	0.441004151
585	0.4409528904
586	0.4408781284
587	0.4408242558
588	0.4407443447
589	0.4407005819
590	0.4406413239
591	0.44056909
592	0.4404994142
593	0.4404587779
594	0.4404008963
595	0.4403174516
596	0.4402565391
597	0.4401999111
598	0.440127381
599	0.4400702862
600	0.440001837
601	0.4399495024
602	0.4398658154
603	0.4398279616
604	0.4397691914
605	0.4397148491
606	0.4396410684
607	0.4395909298
608	0.439546069
609	0.4394849321
610	0.4394311314
611	0.4393676518
612	0.4393073437
613	0.4392235371
614	0.4391562099
615	0.4390942532
616	0.4390453713
617	0.4389926058
618	0.4389228163
619	0.4388466569
620	0.4387636043
621	0.438705214
622	0.4386493997
623	0.4386117045
624	0.4385593519
625	0.4384934579
626	0.4384165625
627	0.4383865476
628	0.4383287288
629	0.4382650278
630	0.438188333
631	0.4381137354
632	0.4380540676
633	0.4379952016
634	0.4379324879
635	0.4378878964
636	0.4378197464
637	0.4377529578
638	0.4376935802
639	0.437635893
640	0.4375541687
641	0.4374906742
642	0.4374128454
643	0.4373417574
644	0.4372791694
645	0.4372358345
646	0.4371859981
647	0.4371260998
648	0.4370794887
649	0.4370310854
650	0.4369572419
651	0.4369068191
652	0.4368366077
653	0.4367811225
654	0.4367321209
655	0.4366503667
656	0.4365916533
657	0.4365480161
658	0.4364771076
659	0.4364072014
660	0.4363431564
661	0.4362883444
662	0.4362173402
663	0.436150399
664	0.4360844631
665	0.4360275538
666	0.4359619619
667	0.4358973036
668	0.4358529543
669	0.4358027499
670	0.4357700333
671	0.4356984187
672	0.4356608851
673	0.4356378533
674	0.4355895099
675	0.4355383091
676	0.4354782912
677	0.4354182165
678	0.4353424192
679	0.435288053
680	0.4352372113
681	0.4351859927
682	0.4351303729
683	0.4350788311
684	0.4350273701
685	0.4349883584
686	0.4349298874
687	0.4348522171
688	0.4347938478
689	0.4347297609
690	0.4346688244
691	0.4346083637
692	0.4345267801
693	0.4344614575
694	0.4343903515
695	0.4343510946
696	0.4342868999
697	0.4342361061
698	0.4341811625
699	0.434133944
700	0.4340945584
701	0.4340324761
702	0.4339489477
703	0.4339137208
704	0.4338584002
705	0.4337880602
706	0.4337492311
707	0.4336991404
708	0.4336453516
709	0.4335904559
710	0.4335477313
711	0.4334782829
712	0.4334072188
713	0.4333576606
714	0.4332945551
715	0.4332492514
716	0.4331872828
717	0.4331111534
718	0.4330648624
719	0.432980975
720	0.4329356713
721	0.4328989246
722	0.4328502161
723	0.4327993415
724	0.4327603628
725	0.4327029868
726	0.4326213433
727	0.4325739363
728	0.4325306163
729	0.4324873352
730	0.4324233171
731	0.4323623986
732	0.4323083107
733	0.4322386678
734	0.432176394
735	0.4321338609
736	0.4320721615
737	0.4320276717
738	0.431951662
739	0.4318809838
740	0.4318092735
741	0.431751326
742	0.4317130743
743	0.4316571464
744	0.431590651
745	0.4315418258
746	0.4314871246
747	0.4314332431
748	0.4313719776
749	0.4313175186
750	0.4312438666
751	0.4311802015
752	0.4311234957
753	0.4310638727
754	0.4310182609
755	0.4309569056
756	0.4308890728
757	0.4308178831
758	0.4307428906
759	0.4306626144
760	0.430590213
761	0.4305286811
762	0.4304517679
763	0.4304160533
764	0.4303719435
765	0.4303235043
766	0.4302526137
767	0.4301897206
768	0.4301355489
769	0.4300725929
770	0.4300203421
771	0.4299499841
772	0.4299091204
773	0.4298470112
774	0.429805597
775	0.4297468447
776	0.4297066692
777	0.429679718
778	0.4296053539
779	0.4295665307
780	0.4294973755
781	0.4294266525
782	0.4293807804
783	0.4293132258
784	0.4292543897
785	0.4291886094
786	0.4291474376
787	0.4290988758
788	0.4290310071
789	0.4289593955
790	0.4288939053
791	0.4288149306
792	0.4287510053
793	0.4286989818
794	0.4286369713
795	0.4285908658
796	0.4285095484
797	0.4284760658
798	0.4284203832
799	0.4283879299
800	0.4283615741
801	0.4282714485
802	0.4282533444
803	0.4281755096
804	0.4281340027
805	0.4280787778
806	0.42803205
807	0.4279770077
808	0.4279181357
809	0.4278589436
810	0.4278036858
811	0.4277382286
812	0.4276840389
813	0.4276179026
814	0.4275729998
815	0.4275095682
816	0.4274591633
817	0.4274025891
818	0.4273702704
819	0.4273155571
820	0.4272735267
821	0.4272288154
822	0.4271518573
823	0.4270743995
824	0.427017927
825	0.4269241931
826	0.4268852892
827	0.4268230334
828	0.4267672311
829	0.4267124281
830	0.4266824969
831	0.426628795
832	0.4265630864
833	0.426491777
834	0.4264304486
835	0.4263846005
836	0.4263179555
837	0.426280356
838	0.4262358063
839	0.4261873372
840	0.4261240133
841	0.4260259232
842	0.4259988613
843	0.4259595116
844	0.4259254785
845	0.4258803424
846	0.4258438918
847	0.4258022174
848	0.4257259234
849	0.4256574204
850	0.4255855725
851	0.4255371094
852	0.4254840836
853	0.4254258219
854	0.4253912922
855	0.4253699449
856	0.4253344846
857	0.4253035302
858	0.4252435303
859	0.4251542933
860	0.4250851261
861	0.4250156926
862	0.4249583166
863	0.4249172674
864	0.4248738966
865	0.4248246017
866	0.4247723688
867	0.4246963501
868	0.4246492124
869	0.4245737742
870	0.4245296134
871	0.4244647905
872	0.4244330821
873	0.4243898519
874	0.4243227252
875	0.42428541
876	0.4242435919
877	0.424190979
878	0.424115071
879	0.424057689
880	0.4239969201
881	0.423952894
882	0.4238774079
883	0.4238397007
884	0.4237893228
885	0.423740369
886	0.4236747502
887	0.4236269065
888	0.4235873593
889	0.4235432434
890	0.4234902475
891	0.4234237432
892	0.4233732964
893	0.4233437901
894	0.4233085124
895	0.4232667751
896	0.4232138002
897	0.4231429306
898	0.423091667
899	0.4230391918
900	0.4229852145
901	0.4229433277
902	0.4228672761
903	0.4227990603
904	0.4227497565
905	0.422686977
906	0.4226205923
907	0.4225939552
908	0.4225233041
909	0.4224913893
910	0.4224388512
911	0.4223840362
912	0.4223353547
913	0.4222662114
914	0.4222299733
915	0.4221749429
916	0.422133819
917	0.4220669945
918	0.4220001281
919	0.421924603
920	0.4218680558
921	0.4218027751
922	0.4217688976
923	0.4217153811
924	0.4216869998
925	0.4216312513
926	0.4215770407
927	0.4215121669
928	0.4214569481
929	0.4214104866
930	0.421344422
931	0.421289972
932	0.4212157395
933	0.4211556408
934	0.4210802175
935	0.4210119719
936	0.4209587666
937	0.4208878311
938	0.4208418992
939	0.420793454
940	0.4207354946
941	0.4206869627
942	0.4206584287
943	0.4206092027
944	0.4205454838
945	0.4204617878
946	0.4204052016
947	0.4203552575
948	0.4203213471
949	0.4202516025
950	0.4201940978
951	0.4201388221
952	0.4201105484
953	0.4200713603
954	0.4200125302
955	0.4199558123
956	0.4198861934
957	0.4198235545
958	0.4197869305
959	0.4197250426
960	0.4196674272
961	0.4196264978
962	0.4195778013
963	0.41952903
964	0.4194793043
965	0.4194186371
966	0.4193577247
967	0.4193052404
968	0.4192290661
969	0.4191921339
970	0.4191583521
971	0.4190951059
972	0.4190341037
973	0.4190060305
974	0.4189600238
975	0.418918466
976	0.4188666101
977	0.4188202383
978	0.4187669133
979	0.418717403
980	0.4186610263
981	0.4185876016
982	0.418524146
983	0.4184639306
984	0.4184068927
985	0.4183612031
986	0.4183330042
987	0.4182827549
988	0.4182003694
989	0.4181585843
990	0.4181176279
991	0.4180679381
992	0.4180163544
993	0.4179526894
994	0.4179094651
995	0.4178585845
996	0.4178097923
997	0.4177519316
998	0.4177045994
999	0.4176501285
